void test0 ( ) throws Throwable { CharServer charServer0 = new CharServer ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" CharServer ( ) { }
void test1 ( ) throws Throwable { MapServerConnection mapServerConnection0 = new MapServerConnection ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" <UnknownFocalMethodText>
void test0 ( ) throws Throwable { TXTMapPersistence tXTMapPersistence0 = new TXTMapPersistence ( ) ; tXTMapPersistence0 . setFileDB ( "db / map_index . txt" ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" String getFileDB ( ) { return fileDB ; }
void test8 ( ) throws Throwable { Subnet subnet0 = new Subnet ( "" , "" , "" ) ; subnet0 . setMapIP ( "" ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" String getCharIP ( ) { return charIP ; }
void test9 ( ) throws Throwable { Subnet subnet0 = new Subnet ( "" , "" , "" ) ; subnet0 . setSubNet ( "" ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" String getCharIP ( ) { return charIP ; }
void test10 ( ) throws Throwable { Subnet subnet0 = new Subnet ( "" , "" , "" ) ; String string0 = subnet0 . getCharIP ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" String getCharIP ( ) { return charIP ; }
void test12 ( ) throws Throwable { Subnet subnet0 = new Subnet ( "" , "" , "" ) ; String string0 = subnet0 . getSubNet ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" String getSubNet ( ) { return subNet ; }
void test1 ( ) throws Throwable { XMLSubnet xMLSubnet0 = new XMLSubnet ( ) ; xMLSubnet0 . setFileConfig ( "conf / subnet_athena . xml" ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" String getFileConfig ( ) { return fileConfig ; }
void test2 ( ) throws Throwable { XMLSubnet xMLSubnet0 = new XMLSubnet ( ) ; String string0 = xMLSubnet0 . getFileConfig ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" String getFileConfig ( ) { return fileConfig ; }
void test1 ( ) throws Throwable { TXTSubnet tXTSubnet0 = new TXTSubnet ( ) ; String string0 = tXTSubnet0 . getFileConfig ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" String getFileConfig ( ) { return fileConfig ; }
void test2 ( ) throws Throwable { TXTSubnet tXTSubnet0 = new TXTSubnet ( ) ; tXTSubnet0 . load ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" String getFileConfig ( ) { return fileConfig ; }
void test1 ( ) throws Throwable { TXTCharConfig tXTCharConfig0 = new TXTCharConfig ( ) ; String string0 = tXTCharConfig0 . getFileConfig ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" String getFileConfig ( ) { return fileConfig ; }
void test2 ( ) throws Throwable { TXTCharConfig tXTCharConfig0 = new TXTCharConfig ( ) ; tXTCharConfig0 . save ( ( CharConfig ) null ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" String getFileConfig ( ) { return fileConfig ; }
void test3 ( ) throws Throwable { TXTCharConfig tXTCharConfig0 = new TXTCharConfig ( ) ; tXTCharConfig0 . load ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" String getFileConfig ( ) { return fileConfig ; }
void test2 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; charConfig0 . setFameListSizeBlacksmith ( 0 ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getFameListSizeBlacksmith ( ) { return fameListSizeBlacksmith ; }
void test4 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; String string0 = charConfig0 . getOnlineTxtFilename ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" String getOnlineTxtFilename ( ) { return onlineTxtFilename ; }
void test6 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; int int0 = charConfig0 . getLoginPort ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getLoginPort ( ) { return loginPort ; }
void test7 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; boolean boolean0 = charConfig0 . isEmailCreation ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" boolean isEmailCreation ( ) { return emailCreation ; }
void test9 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; charConfig0 . setGmAllowLevel ( 0 ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getGmAllowLevel ( ) { return gmAllowLevel ; }
void test10 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; charConfig0 . setServerName ( ( String ) null ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" boolean isEmailCreation ( ) { return emailCreation ; }
void test13 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; charConfig0 . setLoginPort ( 0 ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getLoginPort ( ) { return loginPort ; }
void test18 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; int int0 = charConfig0 . getOnlineDisplayOption ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getOnlineDisplayOption ( ) { return onlineDisplayOption ; }
void test19 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; charConfig0 . setStartPoint ( ( Point ) null ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getCharDelLevel ( ) { return charDelLevel ; }
void test20 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; charConfig0 . setStartWeapon ( 0 ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getStartWeapon ( ) { return startWeapon ; }
void test21 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; String string0 = charConfig0 . getUserid ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" String getUserid ( ) { return userid ; }
void test24 ( ) throws Throwable { PersistenteData < CharConfig > persistenteData0 = CharConfig . getPersistenceMethod ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" PersistenteData < FastTable < Subnet > > getPersistenceMethod ( ) { return persistenceMethod ; }
void test25 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; charConfig0 . setBindIp ( "" ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getCharNewDisplay ( ) { return charNewDisplay ; }
void test26 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; int int0 = charConfig0 . getOnlineSortingOption ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getOnlineSortingOption ( ) { return onlineSortingOption ; }
void test27 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; String string0 = charConfig0 . getServerName ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" String getServerName ( ) { return serverName ; }
void test28 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; boolean boolean0 = charConfig0 . isStdoutWithAnsisequence ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" boolean isStdoutWithAnsisequence ( ) { return stdoutWithAnsisequence ; }
void test32 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; charConfig0 . setEmailCreation ( false ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" boolean isEmailCreation ( ) { return emailCreation ; }
void test33 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; charConfig0 . setHotkeysTXT ( " ! $t2m" ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getFameListSizeTaekwon ( ) { return fameListSizeTaekwon ; }
void test35 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; boolean boolean0 = charConfig0 . isSaveLog ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" boolean isSaveLog ( ) { return saveLog ; }
void test36 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; int int0 = charConfig0 . getFameListSizeTaekwon ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getFameListSizeTaekwon ( ) { return fameListSizeTaekwon ; }
void test37 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; int int0 = charConfig0 . getGuildExpRate ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getGuildExpRate ( ) { return guildExpRate ; }
void test41 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; boolean boolean0 = charConfig0 . isNameIgnoringCase ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" boolean isNameIgnoringCase ( ) { return nameIgnoringCase ; }
void test43 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; charConfig0 . setGuildExpRate ( 1957 ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getGuildExpRate ( ) { return guildExpRate ; }
void test44 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; int int0 = charConfig0 . getAutosaveInterval ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getAutosaveInterval ( ) { return autosaveInterval ; }
void test45 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; boolean boolean0 = charConfig0 . isLogChar ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" boolean isLogChar ( ) { return logChar ; }
void test47 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; boolean boolean0 = charConfig0 . isCharNew ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" boolean isCharNew ( ) { return charNew ; }
void test48 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; charConfig0 . setUserid ( ( String ) null ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" String getCharLogFilename ( ) { return charLogFilename ; }
void test49 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; charConfig0 . setPasswd ( "Q > ) OF" ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getMaxConnectUser ( ) { return maxConnectUser ; }
void test50 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; int int0 = charConfig0 . getFameListSizeAlchemist ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getFameListSizeAlchemist ( ) { return fameListSizeAlchemist ; }
void test51 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; charConfig0 . setCharsPerAccount ( 0 ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getCharsPerAccount ( ) { return charsPerAccount ; }
void test52 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; int int0 = charConfig0 . getFameListSizeBlacksmith ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getFameListSizeBlacksmith ( ) { return fameListSizeBlacksmith ; }
void test53 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; String string0 = charConfig0 . getCharNameLetters ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" String getCharNameLetters ( ) { return charNameLetters ; }
void test54 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; String string0 = charConfig0 . getBindIp ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" String getBindIp ( ) { return bindIp ; }
void test55 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; charConfig0 . setNameIgnoringCase ( false ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" boolean isNameIgnoringCase ( ) { return nameIgnoringCase ; }
void test58 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; int int0 = charConfig0 . getCharPort ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getCharPort ( ) { return charPort ; }
void test67 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; charConfig0 . setLoginIp ( "" ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" String getWispServerName ( ) { return wispServerName ; }
void test68 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; int int0 = charConfig0 . getMaxConnectUser ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getMaxConnectUser ( ) { return maxConnectUser ; }
void test69 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; int int0 = charConfig0 . getStartWeapon ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getStartWeapon ( ) { return startWeapon ; }
void test70 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; boolean boolean0 = charConfig0 . isConsole ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" boolean isConsole ( ) { return console ; }
void test71 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; charConfig0 . setWispServerName ( "" ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" String getLoginIp ( ) { return loginIp ; }
void test72 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; charConfig0 . setCharNew ( false ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" boolean isCharNew ( ) { return charNew ; }
void test73 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; int int0 = charConfig0 . getGmAllowLevel ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getGmAllowLevel ( ) { return gmAllowLevel ; }
void test75 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; charConfig0 . setConsole ( false ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" boolean isConsole ( ) { return console ; }
void test76 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; charConfig0 . setCharNameOption ( 1103 ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getCharNameOption ( ) { return charNameOption ; }
void test77 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; CharConfig . setCharConfig ( charConfig0 ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getStartZeny ( ) { return startZeny ; }
void test78 ( ) throws Throwable { CharConfig charConfig0 = CharConfig . getCharConfig ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getFameListSizeAlchemist ( ) { return fameListSizeAlchemist ; }
void test79 ( ) throws Throwable { CharConfig charConfig0 = CharConfig . getCharConfig ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getFameListSizeTaekwon ( ) { return fameListSizeTaekwon ; }
void test80 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; charConfig0 . setMsgSilent ( 0 ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getMsgSilent ( ) { return msgSilent ; }
void test81 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; charConfig0 . setStartZeny ( 0 ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getStartZeny ( ) { return startZeny ; }
void test82 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; String string0 = charConfig0 . getOnlineHtmlFilename ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" String getOnlineHtmlFilename ( ) { return onlineHtmlFilename ; }
void test83 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; String string0 = charConfig0 . getHotkeysTXT ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" String getHotkeysTXT ( ) { return hotkeysTXT ; }
void test84 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; charConfig0 . setStartArmor ( 0 ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getStartArmor ( ) { return startArmor ; }
void test85 ( ) throws Throwable { CharConfig charConfig0 = CharConfig . getCharConfig ( ) ; String string0 = charConfig0 . getUnknownCharName ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" String getUnknownCharName ( ) { return unknownCharName ; }
void test86 ( ) throws Throwable { CharConfig charConfig0 = CharConfig . getCharConfig ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getCharNameOption ( ) { return charNameOption ; }
void test87 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; String string0 = charConfig0 . getFriendsTXT ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" String getFriendsTXT ( ) { return friendsTXT ; }
void test88 ( ) throws Throwable { CharConfig charConfig0 = CharConfig . getCharConfig ( ) ; String string0 = charConfig0 . getPasswd ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" String getPasswd ( ) { return passwd ; }
void test89 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; Point point0 = charConfig0 . getStartPoint ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" Point getStartPoint ( ) { return startPoint ; }
void test90 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; charConfig0 . setFameListSizeSmith ( 0 ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getFameListSizeSmith ( ) { return fameListSizeSmith ; }
void test91 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; int int0 = charConfig0 . getCharNewDisplay ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getCharNewDisplay ( ) { return charNewDisplay ; }
void test92 ( ) throws Throwable { CharConfig charConfig0 = CharConfig . getCharConfig ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getOnlineRefreshHtml ( ) { return onlineRefreshHtml ; }
void test93 ( ) throws Throwable { CharConfig charConfig0 = CharConfig . getCharConfig ( ) ; charConfig0 . setCharLogFilename ( ( String ) null ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getStartArmor ( ) { return startArmor ; }
void test94 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; int int0 = charConfig0 . getFameListSizeSmith ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getFameListSizeSmith ( ) { return fameListSizeSmith ; }
void test96 ( ) throws Throwable { CharConfig charConfig0 = CharConfig . getCharConfig ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getCharPort ( ) { return charPort ; }
void test97 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; charConfig0 . setTimestampFormat ( "" ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getCharNameOption ( ) { return charNameOption ; }
void test98 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; charConfig0 . setCharDelLevel ( 1957 ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getCharDelLevel ( ) { return charDelLevel ; }
void test99 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; int int0 = charConfig0 . getMsgSilent ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getMsgSilent ( ) { return msgSilent ; }
void test100 ( ) throws Throwable { CharConfig charConfig0 = CharConfig . getCharConfig ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getCharNewDisplay ( ) { return charNewDisplay ; }
void test101 ( ) throws Throwable { CharConfig charConfig0 = new CharConfig ( ) ; int int0 = charConfig0 . getOnlineGmDisplayMinLevel ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" int getOnlineGmDisplayMinLevel ( ) { return onlineGmDisplayMinLevel ; }
void test1 ( ) throws Throwable { XMLCharConfig xMLCharConfig0 = new XMLCharConfig ( ) ; xMLCharConfig0 . setFileConfig ( "conf / char_athena . xml" ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" String getFileConfig ( ) { return fileConfig ; }
void test2 ( ) throws Throwable { XMLCharConfig xMLCharConfig0 = new XMLCharConfig ( ) ; String string0 = xMLCharConfig0 . getFileConfig ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" String getFileConfig ( ) { return fileConfig ; }
void test0 ( ) throws Throwable { Main main0 = new Main ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" <UnknownFocalMethodText>
void test0 ( ) throws Throwable { LoginAthena loginAthena0 = new LoginAthena ( ) ; int int0 = loginAthena0 . getAllowed_regs ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" boolean isConsole ( ) { return console ; }
void test1 ( ) throws Throwable { LoginAthena loginAthena0 = new LoginAthena ( ) ; loginAthena0 . setUse_MD5_passwords ( true ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" boolean getUse_MD5_passwords ( ) { return use_MD5_passwords ; }
void test2 ( ) throws Throwable { LoginAthena loginAthena0 = new LoginAthena ( ) ; loginAthena0 . setAdmin_allowed_host ( "_OWs" ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" boolean isConsole ( ) { return console ; }
void test3 ( ) throws Throwable { LoginAthena loginAthena0 = new LoginAthena ( ) ; loginAthena0 . setDate_format ( ( String ) null ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" boolean isDynamic_pass_failure_ban ( ) { return dynamic_pass_failure_ban ; }
void test4 ( ) throws Throwable { LoginAthena loginAthena0 = new LoginAthena ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" boolean isDynamic_pass_failure_ban ( ) { return dynamic_pass_failure_ban ; }
void test5 ( ) throws Throwable { LoginAthena loginAthena0 = new LoginAthena ( ) ; loginAthena0 . getAdmin_pass ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" boolean isDynamic_pass_failure_ban ( ) { return dynamic_pass_failure_ban ; }
void test6 ( ) throws Throwable { LoginAthena loginAthena0 = new LoginAthena ( ) ; loginAthena0 . setUse_dnsbl ( false ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" boolean isConsole ( ) { return console ; }
void test7 ( ) throws Throwable { LoginAthena loginAthena0 = new LoginAthena ( ) ; boolean boolean0 = loginAthena0 . isDynamic_pass_failure_ban ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" boolean isIpban ( ) { return ipban ; }
void test8 ( ) throws Throwable { LoginAthena loginAthena0 = new LoginAthena ( ) ; FastTable < String > fastTable0 = loginAthena0 . getBanIps ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" boolean isDynamic_pass_failure_ban ( ) { return dynamic_pass_failure_ban ; }
void test9 ( ) throws Throwable { LoginAthena loginAthena0 = new LoginAthena ( ) ; loginAthena0 . getDate_format ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" boolean isConsole ( ) { return console ; }
void test10 ( ) throws Throwable { LoginAthena loginAthena0 = new LoginAthena ( ) ; loginAthena0 . setDynamic_pass_failure_ban ( true ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" boolean isConsole ( ) { return console ; }
void test11 ( ) throws Throwable { LoginAthena loginAthena0 = new LoginAthena ( ) ; loginAthena0 . setMin_level_to_connect ( 0 ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" boolean isDynamic_pass_failure_ban ( ) { return dynamic_pass_failure_ban ; }
void test12 ( ) throws Throwable { LoginAthena loginAthena0 = new LoginAthena ( ) ; loginAthena0 . isUse_md5_passwds ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" boolean isIpban ( ) { return ipban ; }
void test13 ( ) throws Throwable { LoginAthena loginAthena0 = new LoginAthena ( ) ; loginAthena0 . getNew_account_flag ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" boolean isDynamic_pass_failure_ban ( ) { return dynamic_pass_failure_ban ; }
void test14 ( ) throws Throwable { LoginAthena loginAthena0 = new LoginAthena ( ) ; loginAthena0 . getDnsbl_servs ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" boolean isDynamic_pass_failure_ban ( ) { return dynamic_pass_failure_ban ; }
void test15 ( ) throws Throwable { LoginAthena loginAthena0 = new LoginAthena ( ) ; loginAthena0 . getTimestamp_format ( ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" boolean isConsole ( ) { return console ; }
void test16 ( ) throws Throwable { LoginAthena loginAthena0 = new LoginAthena ( ) ; loginAthena0 . setTimestamp_format ( "_OWs" ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" boolean isConsole ( ) { return console ; }
void test17 ( ) throws Throwable { LoginAthena loginAthena0 = new LoginAthena ( ) ; loginAthena0 . setBanIps ( ( FastTable < String > ) null ) ; "<AssertPlaceHolder>" ; } "<FocalMethod>" boolean isIpban ( ) { return ipban ; }
